,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
55727,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,31.8,7.95,F,29
55728,C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,56.5,14.13,F,66
55729,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16.0,4.0,M,40
55730,C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,16.0,4.0,F,18
55731,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,21.0,5.25,M,32
55732,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,27.0,6.75,F,34
55733,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,16.0,4.0,F,21
55734,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,21.0,5.25,M,29
55735,C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,16.0,4.0,F,30
55736,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,27.0,6.75,F,31
55737,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,16.0,4.0,F,44
55738,C2B,Airlines,Online,Bronze Plan,Yes,19,SINGAPORE,45.5,11.38,F,30
55739,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,29.5,7.38,F,42
55740,C2B,Airlines,Online,Silver Plan,No,28,SINGAPORE,72.0,18.0,F,69
55741,C2B,Airlines,Online,Silver Plan,No,44,SINGAPORE,72.0,18.0,F,37
55742,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,45.0,11.25,F,24
55743,C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,62.0,15.5,F,53
55744,C2B,Airlines,Online,Silver Plan,No,25,SINGAPORE,62.0,15.5,F,37
55745,C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,22.5,5.63,F,27
55746,C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,62.0,15.5,M,46
55747,C2B,Airlines,Online,Silver Plan,No,53,SINGAPORE,148.0,37.0,M,30
55748,C2B,Airlines,Online,Gold Plan,No,6,SINGAPORE,57.5,14.38,F,42
55749,C2B,Airlines,Online,Gold Plan,No,42,SINGAPORE,236.0,59.0,M,56
55750,C2B,Airlines,Online,Annual Silver Plan,No,382,SINGAPORE,216.0,54.0,F,25
55751,C2B,Airlines,Online,Annual Silver Plan,No,379,SINGAPORE,216.0,54.0,F,37
55752,C2B,Airlines,Online,Annual Silver Plan,No,373,SINGAPORE,216.0,54.0,F,30
55753,C2B,Airlines,Online,Annual Silver Plan,No,376,SINGAPORE,216.0,54.0,F,60
55754,C2B,Airlines,Online,Annual Silver Plan,No,405,SINGAPORE,216.0,54.0,M,30
55755,C2B,Airlines,Online,Annual Silver Plan,No,399,SINGAPORE,216.0,54.0,M,63
55756,C2B,Airlines,Online,Annual Silver Plan,No,387,SINGAPORE,216.0,54.0,F,45
55757,C2B,Airlines,Online,Annual Silver Plan,No,394,SINGAPORE,216.0,54.0,M,36
55758,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,161.0,40.25,M,36
55759,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,216.0,54.0,M,32
55760,C2B,Airlines,Online,Annual Gold Plan,No,383,SINGAPORE,287.4,71.85,F,55
55870,JWT,Airlines,Online,Value Plan,No,14,INDIA,31.0,12.4,M,118
55871,JWT,Airlines,Online,Value Plan,No,19,INDIA,39.0,15.6,M,118
55872,JWT,Airlines,Online,Value Plan,No,29,INDIA,120.0,48.0,F,118
55873,JWT,Airlines,Online,Value Plan,No,41,INDIA,72.0,28.8,M,118
55874,KML,Travel Agency,Online,Premier Plan,No,52,INDONESIA,70.0,26.6,F,48
55875,RAB,Airlines,Online,Value Plan,No,94,BRUNEI DARUSSALAM,23.0,9.2,M,30
55876,LWC,Travel Agency,Online,Annual Travel Protect Silver,No,395,UNITED STATES,229.8,149.37,F,41
55877,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,36,"TAIWAN, PROVINCE OF CHINA",50.5,32.83,M,20
55878,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,8,CHINA,50.5,32.83,M,14
55879,JZI,Airlines,Online,Basic Plan,No,39,INDONESIA,33.0,11.55,F,44
55880,JZI,Airlines,Online,Basic Plan,No,63,CHINA,26.0,9.1,M,59
55881,JZI,Airlines,Online,Basic Plan,No,49,CHINA,56.0,19.6,M,37
55882,JZI,Airlines,Online,Basic Plan,No,23,INDIA,22.0,7.7,M,45
55883,JZI,Airlines,Online,Basic Plan,No,25,CHINA,40.0,14.0,M,48
55884,JZI,Airlines,Online,Basic Plan,No,11,CHINA,26.0,9.1,F,51
55885,JZI,Airlines,Online,Basic Plan,No,26,CHINA,35.0,12.25,F,27
55886,JZI,Airlines,Online,Basic Plan,No,57,PHILIPPINES,37.0,12.95,F,45
55887,JZI,Airlines,Online,Value Plan,No,49,AUSTRALIA,147.0,51.45,M,55
55888,ART,Airlines,Online,24 Protect,No,2,PHILIPPINES,3.15,1.1,F,48
55889,C2B,Airlines,Online,Bronze Plan,No,132,SINGAPORE,33.5,8.38,M,25
55890,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,35.0,8.75,F,45
55891,C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,39.0,9.75,M,39
55892,C2B,Airlines,Online,Bronze Plan,No,253,SINGAPORE,141.5,35.38,F,70
55893,C2B,Airlines,Online,Bronze Plan,Yes,27,SINGAPORE,86.0,21.5,F,50
55894,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,60.0,15.0,M,28
55895,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,33.5,8.38,F,39
55896,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,39.0,9.75,F,27
55897,C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,56.5,14.13,F,61
55898,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,27.0,6.75,M,27
55899,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,33.5,8.38,M,21
55900,C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,39.0,9.75,M,59
55901,C2B,Airlines,Online,Bronze Plan,No,28,SINGAPORE,27.0,6.75,F,23
55902,C2B,Airlines,Online,Bronze Plan,No,47,SINGAPORE,20.0,5.0,F,24
55903,C2B,Airlines,Online,Bronze Plan,No,106,SINGAPORE,63.6,15.9,F,34
55904,C2B,Airlines,Online,Bronze Plan,No,142,SINGAPORE,39.0,9.75,F,25
55905,C2B,Airlines,Online,Bronze Plan,No,47,SINGAPORE,50.0,12.5,F,54
55906,C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,33.5,8.38,M,30
55907,C2B,Airlines,Online,Silver Plan,No,105,SINGAPORE,97.8,24.45,F,38
55908,C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,29.0,7.25,F,75
55909,C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,39.0,9.75,M,48
55910,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,29.0,7.25,M,34
55911,C2B,Airlines,Online,Silver Plan,No,34,SINGAPORE,39.0,9.75,F,33
55912,C2B,Airlines,Online,Silver Plan,Yes,9,SINGAPORE,22.5,5.63,M,32
55913,C2B,Airlines,Online,Silver Plan,No,20,SINGAPORE,56.5,14.13,M,35
55914,C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,81.5,20.38,F,27
55915,C2B,Airlines,Online,Silver Plan,Yes,19,SINGAPORE,22.5,5.63,M,22
55916,C2B,Airlines,Online,Silver Plan,Yes,46,SINGAPORE,95.0,23.75,M,24
55917,C2B,Airlines,Online,Silver Plan,No,90,SINGAPORE,29.0,7.25,M,30
55918,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,29.0,7.25,M,30
55919,C2B,Airlines,Online,Gold Plan,No,116,SINGAPORE,67.0,16.75,F,12
55920,C2B,Airlines,Online,Gold Plan,No,194,SINGAPORE,515.0,128.75,M,24
55921,C2B,Airlines,Online,Annual Silver Plan,No,396,SINGAPORE,193.2,48.3,F,54
55922,C2B,Airlines,Online,Annual Silver Plan,Yes,368,SINGAPORE,259.2,64.8,F,69
55923,C2B,Airlines,Online,Annual Silver Plan,No,402,SINGAPORE,216.0,54.0,F,28
55924,C2B,Airlines,Online,Annual Silver Plan,Yes,383,SINGAPORE,216.0,54.0,F,27
55925,C2B,Airlines,Online,Annual Silver Plan,No,370,SINGAPORE,0.0,108.0,M,36
55926,C2B,Airlines,Online,Annual Silver Plan,No,380,SINGAPORE,216.0,54.0,F,33
55927,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,193.2,48.3,M,52
55928,C2B,Airlines,Online,Annual Silver Plan,No,385,SINGAPORE,216.0,54.0,F,23
55929,C2B,Airlines,Online,Annual Silver Plan,Yes,380,SINGAPORE,161.0,40.25,F,27
55930,C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,193.2,48.3,M,53
55931,C2B,Airlines,Online,Annual Gold Plan,No,375,SINGAPORE,333.0,83.25,F,43
56056,JWT,Airlines,Online,Value Plan,No,13,INDIA,31.0,12.4,M,118
56057,KML,Travel Agency,Online,Premier Plan,No,6,INDONESIA,29.0,11.02,F,48
56058,RAB,Airlines,Online,Value Plan,No,36,BRUNEI DARUSSALAM,42.0,16.8,F,15
56059,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,369,CHINA,204.6,132.99,M,39
56060,LWC,Travel Agency,Online,Annual Travel Protect Platinum,No,389,UNITED STATES,323.4,210.21,M,38
56061,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,31,FRANCE,76.5,49.73,M,44
56062,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,31,FRANCE,76.5,49.73,F,34
56063,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,7,MALAYSIA,25.0,16.25,M,69
56064,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,12,"KOREA, REPUBLIC OF",36.5,23.73,M,34
56065,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,24,UNITED STATES,78.0,50.7,M,40
56066,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,Yes,12,UNITED STATES,67.0,43.55,F,39
56067,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,Yes,32,"KOREA, REPUBLIC OF",26.5,17.23,F,77
56068,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,8,"TAIWAN, PROVINCE OF CHINA",25.0,16.25,F,35
56070,JZI,Airlines,Online,Basic Plan,No,81,THAILAND,22.0,7.7,M,54
56071,JZI,Airlines,Online,Basic Plan,No,38,PHILIPPINES,42.0,14.7,F,42
56072,JZI,Airlines,Online,Basic Plan,No,13,INDONESIA,18.0,6.3,M,52
56073,JZI,Airlines,Online,Basic Plan,No,43,VIET NAM,33.0,11.55,M,61
56074,JZI,Airlines,Online,Basic Plan,No,39,PHILIPPINES,37.0,12.95,F,36
56075,JZI,Airlines,Online,Basic Plan,No,8,PHILIPPINES,18.0,6.3,F,46
56076,JZI,Airlines,Online,Basic Plan,No,190,THAILAND,30.0,10.5,M,18
56077,JZI,Airlines,Online,Basic Plan,No,5,CHINA,22.0,7.7,M,29
56078,JZI,Airlines,Online,Basic Plan,Yes,25,CHINA,35.0,12.25,M,50
56079,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,M,44
56080,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,F,33
56081,JZI,Airlines,Online,Basic Plan,No,28,PHILIPPINES,18.0,6.3,F,34
56082,JZI,Airlines,Online,Basic Plan,No,35,MALAYSIA,18.0,6.3,M,56
56083,JZI,Airlines,Online,Value Plan,No,19,CHINA,45.0,15.75,M,60
56084,JZI,Airlines,Online,Value Plan,No,2,CHINA,36.0,12.6,F,47
56085,JZI,Airlines,Online,Value Plan,No,23,CHINA,45.0,15.75,F,51
56086,JZI,Airlines,Online,Value Plan,No,14,AUSTRALIA,69.0,24.15,M,64
56087,JZI,Airlines,Online,Value Plan,No,20,HUNGARY,87.0,30.45,M,33
56089,C2B,Airlines,Online,Bronze Plan,No,61,SINGAPORE,16.0,4.0,F,46
56090,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,16.0,4.0,M,49
56091,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16.0,4.0,M,28
56092,C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,27.0,6.75,F,23
56093,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,32.0,8.0,F,28
56094,C2B,Airlines,Online,Bronze Plan,No,47,SINGAPORE,33.5,8.38,F,27
56095,C2B,Airlines,Online,Bronze Plan,No,32,SINGAPORE,26.5,6.63,F,21
56096,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,27.0,6.75,M,39
56097,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,16.0,4.0,M,27
56098,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16.0,4.0,M,36
56099,C2B,Airlines,Online,Bronze Plan,No,42,SINGAPORE,139.0,34.75,F,27
56100,C2B,Airlines,Online,Bronze Plan,No,163,SINGAPORE,204.5,51.13,F,37
56101,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,21.0,5.25,M,48
56102,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,21.0,5.25,M,39
56103,C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,60.0,15.0,F,35
56104,C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,50.0,12.5,F,54
56105,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,60.0,15.0,M,31
56106,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16.0,4.0,M,34
56107,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,16.0,4.0,M,34
56108,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,20.0,5.0,F,68
56109,C2B,Airlines,Online,Bronze Plan,Yes,6,SINGAPORE,16.0,4.0,M,31
56110,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,60.0,15.0,F,29
56111,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,53.0,13.25,F,16
56112,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16.0,4.0,M,33
56113,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,0.0,6.0,F,17
56114,C2B,Airlines,Online,Bronze Plan,No,26,SINGAPORE,45.5,11.38,F,35
56115,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,27.0,6.75,F,27
56116,C2B,Airlines,Online,Bronze Plan,Yes,19,SINGAPORE,60.0,15.0,F,31
56117,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,27.0,6.75,F,35
56118,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,16.0,4.0,M,25
56119,C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,67.8,16.95,M,59
56120,C2B,Airlines,Online,Silver Plan,No,37,SINGAPORE,81.5,20.38,M,24
56121,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,62.0,15.5,M,31
56122,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,27.0,6.75,F,35
56123,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,29.0,7.25,F,44
56124,C2B,Airlines,Online,Silver Plan,No,30,SINGAPORE,70.5,17.63,M,32
56125,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,22.5,5.63,F,35
56126,C2B,Airlines,Online,Gold Plan,No,12,SINGAPORE,88.0,22.0,M,18
56127,C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,42.5,10.63,M,35
56128,C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,42.5,10.63,M,50
56129,C2B,Airlines,Online,Gold Plan,No,10,SINGAPORE,0.0,10.63,M,71
56130,C2B,Airlines,Online,Annual Silver Plan,No,389,SINGAPORE,216.0,54.0,F,84
56131,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,161.0,40.25,M,59
56132,C2B,Airlines,Online,Annual Silver Plan,No,373,SINGAPORE,216.0,54.0,F,33
56133,C2B,Airlines,Online,Annual Silver Plan,Yes,365,SINGAPORE,216.0,54.0,M,33
56134,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,161.0,40.25,F,38
56135,C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,161.0,40.25,F,24
56136,C2B,Airlines,Online,Annual Silver Plan,No,405,SINGAPORE,161.0,40.25,M,43
56137,C2B,Airlines,Online,Annual Silver Plan,No,374,SINGAPORE,216.0,54.0,F,72
56138,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,216.0,54.0,F,43
56139,C2B,Airlines,Online,Annual Gold Plan,No,397,SINGAPORE,399.6,99.9,F,24
56140,C2B,Airlines,Online,Annual Gold Plan,Yes,388,SINGAPORE,333.0,83.25,M,60
56242,JWT,Airlines,Online,Value Plan,No,6,INDIA,39.0,15.6,M,118
56243,JWT,Airlines,Online,Value Plan,No,8,INDIA,31.0,12.4,M,118
56244,JWT,Airlines,Online,Value Plan,No,12,INDIA,50.0,20.0,M,118
56245,RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,15.0,6.0,M,43
56246,LWC,Travel Agency,Online,Annual Travel Protect Gold,Yes,379,UNITED STATES,256.2,166.53,F,33
56247,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,8,PHILIPPINES,26.5,17.23,M,20
56250,JZI,Airlines,Online,Basic Plan,No,40,INDONESIA,37.0,12.95,F,34
56251,JZI,Airlines,Online,Basic Plan,No,4,PHILIPPINES,18.0,6.3,F,50
56252,JZI,Airlines,Online,Basic Plan,No,23,VIET NAM,22.0,7.7,M,56
56253,JZI,Airlines,Online,Basic Plan,No,8,PHILIPPINES,30.0,10.5,M,56
56254,JZI,Airlines,Online,Basic Plan,No,8,CAMBODIA,18.0,6.3,M,39
56255,JZI,Airlines,Online,Basic Plan,No,26,HONG KONG,26.0,9.1,M,53
56256,JZI,Airlines,Online,Basic Plan,No,61,CHINA,26.0,9.1,M,44
56257,JZI,Airlines,Online,Basic Plan,No,62,MALAYSIA,22.0,7.7,M,35
56258,JZI,Airlines,Online,Basic Plan,No,14,THAILAND,22.0,7.7,M,39
56259,JZI,Airlines,Online,Basic Plan,No,21,MALAYSIA,22.0,7.7,F,28
56260,JZI,Airlines,Online,Basic Plan,No,40,THAILAND,37.0,12.95,F,55
56261,JZI,Airlines,Online,Basic Plan,No,10,THAILAND,22.0,7.7,M,69
56262,JZI,Airlines,Online,Value Plan,No,22,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,F,28
56263,JZI,Airlines,Online,Value Plan,No,96,UNITED STATES,121.0,42.35,M,47
56264,CSR,Travel Agency,Offline,Comprehensive Plan,No,19,MALAYSIA,29.0,9.57,F,82
56266,ART,Airlines,Online,24 Protect,No,27,PHILIPPINES,5.31,1.86,F,48
56267,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,27.0,6.75,F,39
56268,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,16.0,4.0,F,58
56269,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,16.0,4.0,F,47
56270,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,16.0,4.0,M,32
56271,C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,16.0,4.0,M,35
56272,C2B,Airlines,Online,Bronze Plan,No,26,SINGAPORE,54.0,13.5,M,24
56273,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,27.0,6.75,F,31
56274,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,20.0,5.0,M,36
56275,C2B,Airlines,Online,Bronze Plan,No,55,SINGAPORE,138.5,34.63,M,84
56276,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,16.0,4.0,F,41
56277,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,20.0,5.0,M,42
56278,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,120.0,30.0,F,31
56279,C2B,Airlines,Online,Bronze Plan,No,158,SINGAPORE,16.0,4.0,F,29
56280,C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,24.0,6.0,F,40
56281,C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,39.0,9.75,F,32
56282,C2B,Airlines,Online,Bronze Plan,No,46,SINGAPORE,21.0,5.25,F,33
56283,C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,20.0,5.0,F,56
56284,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,27.0,6.75,F,33
56285,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,21.0,5.25,F,41
56286,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,60.0,15.0,F,30
56287,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,20.0,5.0,M,36
56288,C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,47.5,11.88,M,36
56289,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,22.5,5.63,M,33
56290,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,39.0,9.75,M,39
56291,C2B,Airlines,Online,Silver Plan,No,39,SINGAPORE,39.0,9.75,F,39
56292,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,22.5,5.63,M,28
56293,C2B,Airlines,Online,Silver Plan,No,29,SINGAPORE,88.5,22.13,M,33
56294,C2B,Airlines,Online,Annual Silver Plan,No,373,SINGAPORE,216.0,54.0,M,30
56295,C2B,Airlines,Online,Annual Silver Plan,Yes,372,SINGAPORE,216.0,54.0,F,33
56296,C2B,Airlines,Online,Annual Silver Plan,No,384,SINGAPORE,216.0,54.0,M,25
56297,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,216.0,54.0,M,36
56298,C2B,Airlines,Online,Annual Silver Plan,No,408,SINGAPORE,161.0,40.25,M,31
56299,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,161.0,40.25,F,38
56300,C2B,Airlines,Online,Annual Silver Plan,No,395,SINGAPORE,216.0,54.0,M,33
56301,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,216.0,54.0,F,33
56302,C2B,Airlines,Online,Annual Silver Plan,Yes,366,SINGAPORE,216.0,54.0,F,42
56303,C2B,Airlines,Online,Annual Silver Plan,No,377,SINGAPORE,216.0,54.0,F,51
56304,C2B,Airlines,Online,Annual Silver Plan,Yes,365,SINGAPORE,216.0,54.0,M,39
56305,C2B,Airlines,Online,Annual Gold Plan,No,373,SINGAPORE,0.0,83.25,M,33
56306,C2B,Airlines,Online,Annual Gold Plan,No,366,SINGAPORE,287.4,71.85,F,65
56422,JWT,Airlines,Online,Value Plan,No,5,INDIA,62.0,24.8,M,118
56423,JWT,Airlines,Online,Value Plan,No,90,INDIA,200.0,80.0,F,118
56424,RAB,Airlines,Online,Value Plan,No,22,BRUNEI DARUSSALAM,15.0,6.0,M,34
56425,RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,15.0,6.0,M,62
56426,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,372,UNITED STATES,256.2,166.53,M,59
56427,LWC,Travel Agency,Online,Annual Travel Protect Platinum,No,365,UNITED STATES,323.4,210.21,M,52
56428,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,5,PHILIPPINES,25.0,16.25,F,38
56429,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,48,"TAIWAN, PROVINCE OF CHINA",29.0,18.85,F,25
56430,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,6,HONG KONG,25.0,16.25,F,59
56431,LWC,Travel Agency,Online,Annual Travel Protect Platinum,No,364,UNITED STATES,323.4,210.21,M,34
56432,LWC,Travel Agency,Online,Annual Travel Protect Silver,No,512,UNITED STATES,229.8,149.37,F,29
56433,LWC,Travel Agency,Online,Annual Travel Protect Silver,No,368,UNITED STATES,229.8,149.37,F,32
56434,LWC,Travel Agency,Online,Annual Travel Protect Silver,No,401,UNITED STATES,229.8,149.37,F,36
56435,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,7,HONG KONG,29.0,18.85,F,40
56436,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,21,"TAIWAN, PROVINCE OF CHINA",36.5,23.73,F,77
56437,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,3,THAILAND,26.5,17.23,M,44
56438,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,5,HONG KONG,42.0,27.3,F,54
56439,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,19,CHINA,25.0,16.25,F,25
56440,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,92,THAILAND,25.0,16.25,F,51
56441,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,34,FRANCE,47.0,30.55,F,37
56442,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,19,THAILAND,25.0,16.25,F,36
56446,JZI,Airlines,Online,Basic Plan,No,27,THAILAND,30.0,10.5,F,17
56447,JZI,Airlines,Online,Basic Plan,No,30,MYANMAR,33.0,11.55,F,36
56448,JZI,Airlines,Online,Basic Plan,No,8,MACAO,22.0,7.7,M,48
56449,JZI,Airlines,Online,Basic Plan,No,19,CHINA,35.0,12.25,M,67
56450,JZI,Airlines,Online,Basic Plan,No,24,CHINA,35.0,12.25,M,35
56451,JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18.0,6.3,F,38
56452,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18.0,6.3,M,44
56453,JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,18.0,6.3,F,24
56454,JZI,Airlines,Online,Basic Plan,No,187,THAILAND,30.0,10.5,F,18
56455,JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,18.0,6.3,M,41
56456,JZI,Airlines,Online,Basic Plan,No,20,THAILAND,18.0,6.3,M,30
56457,JZI,Airlines,Online,Basic Plan,No,5,HONG KONG,26.0,9.1,M,64
56458,JZI,Airlines,Online,Basic Plan,No,37,MYANMAR,33.0,11.55,F,28
56459,JZI,Airlines,Online,Basic Plan,No,53,THAILAND,22.0,7.7,F,31
56460,JZI,Airlines,Online,Basic Plan,No,13,INDONESIA,18.0,6.3,F,33
56461,JZI,Airlines,Online,Basic Plan,No,29,MALAYSIA,22.0,7.7,F,46
56462,JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18.0,6.3,M,30
56463,JZI,Airlines,Online,Basic Plan,No,20,CHINA,26.0,9.1,M,54
56464,JZI,Airlines,Online,Basic Plan,No,9,PHILIPPINES,30.0,10.5,F,26
56465,JZI,Airlines,Online,Basic Plan,No,13,CHINA,26.0,9.1,F,45
56466,JZI,Airlines,Online,Basic Plan,No,9,THAILAND,22.0,7.7,M,69
56467,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,M,45
56468,JZI,Airlines,Online,Value Plan,No,14,AUSTRALIA,45.0,15.75,M,32
56469,JZI,Airlines,Online,Value Plan,No,34,CHINA,69.0,24.15,F,41
56470,JZI,Airlines,Online,Value Plan,No,18,CHINA,58.0,20.3,M,30
56471,JZI,Airlines,Online,Value Plan,No,51,UNITED STATES,0.0,102.55,M,47
56472,JZI,Airlines,Online,Value Plan,No,88,AUSTRALIA,45.0,15.75,F,22
56474,CSR,Travel Agency,Offline,Comprehensive Plan,No,75,MALAYSIA,29.0,9.57,F,67
56476,C2B,Airlines,Online,Bronze Plan,No,25,SINGAPORE,27.0,6.75,M,42
